"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WESD","WESF"
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-11-04",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-11-05",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-11-06",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-11-07",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-11-08",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-11-09",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-11-10",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-11-11",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-11-12",,,"0.54",,,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-11-13",,,"0.14",,,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-11-14",,,"0.09",,,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-11-15",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-11-16",,,"0.42",,,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-11-17",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-11-18",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-11-19",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-11-20",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-11-21",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-11-22",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-11-23",,,"0.44",,,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-11-24",,,"0.03",,,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-11-25",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-11-26",,,"0.36",,,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-11-27",,,"0.04",,,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-11-28",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-11-29",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-11-30",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-12-01",,,"2.78",,,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-12-02",,,"0.04",,,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-12-03",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-12-04",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-12-05",,,"0.14","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-12-06",,,"0.10",,,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-12-07",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-12-08",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-12-09",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-12-10",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-12-11",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-12-12",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-12-13",,,"0.05",,,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-12-14",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-12-15",,,"0.13","0.3",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-12-16",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-12-17",,,"0.85","14.0",,,,,,"1.7"
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-12-18",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-12-19",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-12-20",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-12-21",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-12-22",,,"0.00","0.0","7.5",,,,"1.6",
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-12-23",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-12-24",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-12-25",,,"1.55",,,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-12-26",,,"0.19",,,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-12-27",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-12-28",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-12-29",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-12-30",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2020-12-31",,,"0.27",,,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2021-01-01",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2021-01-02",,,"0.40",,"0.1",,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2021-01-03",,,"0.00",,,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2021-01-04",,,"0.24","3.3","3.0",,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2021-01-05",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2021-01-06",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2021-01-07",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2021-01-08",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2021-01-09",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2021-01-10",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2021-01-11",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2021-01-12",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2021-01-13",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2021-01-14",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2021-01-15",,,"0.02","0.1",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2021-01-16",,,"0.69",,,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2021-01-17",,,"0.08",,,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2021-01-18",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2021-01-19",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2021-01-20",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2021-01-21",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2021-01-22",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2021-01-23",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2021-01-24",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2021-01-25",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2021-01-26",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2021-01-27",,,"0.36","3.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2021-01-28",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2021-01-29",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2021-01-30",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2021-01-31",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2021-02-01",,,"0.11","1.7",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2021-02-02",,,"1.47","17.7",,,,,,"1.5"
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2021-02-03",,,"0.03","0.3",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2021-02-04",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2021-02-05",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2021-02-06",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2021-02-07",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2021-02-08",,,"0.05","0.8",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2021-02-09",,,"0.04","0.4",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2021-02-10",,,"0.27","4.1",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2021-02-11",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2021-02-12",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2021-02-13",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2021-02-14",,,"0.00","0.0",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2021-02-16",,,"0.71","0.3",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2021-02-17",,,"0.00",,,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","2021-02-18",,,"0.04","0.5",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-08-01",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-08-02",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-08-03",,,"0.14",,,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-08-04",,,"0.15",,,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-08-05",,,"2.19",,,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-08-06",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-08-07",,,"0.02",,,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-08-11",,,"1.62",,,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-08-13",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-08-14",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-08-15",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-08-16",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-08-17",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-08-18",,,"0.11",,,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-08-19",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-08-20",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-08-21",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-08-22",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-08-23",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-08-24",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-08-25",,,"0.00",,,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-08-26",,,"0.20",,,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-08-27",,,"0.05",,,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-08-28",,,"1.08",,,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-08-29",,,"0.75",,,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-08-30",,,"0.32",,,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-08-31",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-09-01",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-09-02",,,"0.20",,,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-09-03",,,"2.70",,,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-09-04",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-09-05",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-09-07",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-09-08",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-09-09",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-09-10",,,"0.00",,,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-09-11",,,"0.18",,,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-09-12",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-09-14",,,"0.03",,,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-09-15",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-09-16",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-09-17",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-09-18",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-09-19",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-09-21",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-09-22",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-09-23",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-09-24",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-09-25",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-09-26",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-09-28",,,"0.13",,,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-09-29",,,"0.00",,,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-09-30",,,"2.60",,,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-10-01",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-10-02",,,"0.09",,,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-10-03",,,"0.00",,,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-10-05",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-10-06",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-10-07",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-10-08",,,"0.00",,,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-10-09",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-10-10",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-10-12",,,"0.06",,,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-10-13",,,"0.46",,,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-10-14",,,"0.08",,,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-10-15",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-10-17",,,"0.54",,,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-10-19",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-10-20",,,"0.00",,,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-10-21",,,"0.00",,,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-10-23",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-10-24",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-10-26",,,"0.24",,,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2020-12-29",,,"0.00","0.0",,,,,,"0.0"
"US1NYUL0022","KINGSTON 2.1 N, NY US","2021-01-01",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2021-01-02",,,"0.58",,,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2021-01-05",,,"0.00","0.0","1.0",,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2021-01-06",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2021-01-07",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2021-01-08",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2021-01-09",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2021-01-11",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2021-01-12",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2021-01-13",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2021-01-14",,,"0.01","0.0",,,,,,"0.0"
"US1NYUL0022","KINGSTON 2.1 N, NY US","2021-01-15",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2021-01-16",,,"0.67",,,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2021-01-18",,,"0.00",,,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2021-01-19",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2021-01-20",,,"0.00","0.0",,,,,,"0.0"
"US1NYUL0022","KINGSTON 2.1 N, NY US","2021-01-21",,,"0.00",,,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2021-01-22",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2021-01-23",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2021-01-25",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2021-01-26",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2021-01-27",,,"0.32","2.5","2.5",,,,"0.3","0.3"
"US1NYUL0022","KINGSTON 2.1 N, NY US","2021-01-28",,,"0.00","0.0",,,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2021-01-29",,,"0.00","0.0","1.0",,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2021-01-30",,,"0.00","0.0","1.0",,,,,
"US1NYUL0022","KINGSTON 2.1 N, NY US","2021-02-02",,,"1.25","14.2","14.2",,,,"1.3","1.3"
"US1NYUL0022","KINGSTON 2.1 N, NY US","2021-02-03",,,"0.00","0.0","12.0",,,,"1.1","0.0"
"US1NYUL0022","KINGSTON 2.1 N, NY US","2021-02-16",,,"0.00",,,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-08-01",,,"0.00","0.0",,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-08-02",,,"0.00","0.0",,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-08-03",,,"0.10",,,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-08-04",,,"0.25",,,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-08-05",,,"3.62",,,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-08-06",,,"0.00","0.0",,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-08-07",,,"0.00",,,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-08-08",,,"0.06",,,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-08-09",,,"0.00","0.0",,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-08-10",,,"0.00","0.0",,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-08-11",,,"1.98",,,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-08-12",,,"0.00","0.0",,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-08-15","    3","0.00",,,,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-08-16",,,"0.00","0.0",,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-08-17",,,"0.00",,,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-08-18",,,"0.10",,,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-08-19",,,"0.00","0.0",,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-08-20",,,"0.00","0.0",,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-08-21",,,"0.00","0.0",,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-08-22",,,"0.00","0.0",,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-08-23",,,"0.00","0.0",,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-08-24",,,"0.00","0.0",,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-08-25",,,"0.00","0.0",,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-08-26",,,"0.12",,,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-08-27",,,"0.00",,,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-08-28",,,"1.24",,,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-08-29",,,"0.12",,,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-08-30",,,"0.52",,,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-08-31",,,"0.00","0.0",,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-09-01",,,"0.00","0.0",,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-09-02",,,"0.10",,,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-09-03",,,"1.45",,,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-09-04",,,"0.02",,,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-09-05",,,"0.00","0.0",,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-09-06",,,"0.00","0.0",,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-09-07",,,"0.03",,,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-09-14","    7","0.71",,,,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-09-15",,,"0.00","0.0",,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-09-16",,,"0.00","0.0",,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-09-17",,,"0.00","0.0",,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-09-18",,,"0.00","0.0",,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-09-19",,,"0.00","0.0",,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-09-20",,,"0.00","0.0",,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-09-21",,,"0.00","0.0",,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-09-22",,,"0.00","0.0",,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-09-23",,,"0.00","0.0",,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-09-24",,,"0.00","0.0",,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-09-25",,,"0.00","0.0",,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-09-26",,,"0.00","0.0",,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-09-27",,,"0.00","0.0",,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-09-28",,,"0.24",,,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-09-29",,,"0.10",,,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-09-30",,,"2.25",,,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-10-01",,,"0.04",,,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-10-02",,,"0.03",,,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-10-03",,,"0.06",,,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-10-04",,,"0.00","0.0",,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-10-05",,,"0.00","0.0",,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-10-06",,,"0.00","0.0",,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-10-07",,,"0.00","0.0",,,,,,
"US1NYUL0023","WEST HURLEY 0.1 S, NY US","2020-10-08",,,"0.02",,,,,,,
